,dt,weekday,year,id_driver,id_carrier_number,dim_carrier_type,dim_carrier_company_name,home_base_city,home_base_state,carrier_trucks,num_trucks,interested_in_drayage,port_qualified,signup_source,ts_signup,ts_first_approved,days_signup_to_approval,driver_with_twic,dim_preferred_lanes,first_load_date,load_day,loads,marketplace_loads_otr,marketplace_loads_atlas,marketplace_loads,brokerage_loads_otr,brokerage_loads_atlas,brokerage_loads
84033,2017-02-13,Monday,2017,4728,U0094376,Owner Operator,joes transportation,Norco,CA,"[""dryvan""]",1.0,not specified,no,Other,2017-01-17 00:05:12+00:00,2019-03-22 00:26:25+00:00,794.0,no,,2017-01-17,2017-02-13,1,57,0,57,314,0,314
84034,2020-12-07,Monday,2020,30214,U0117606,Owner Operator,Velasquez-aguirre transportation ,Lakewood,CA,"[""poweronly""]",1.0,not specified,no,Mobile,2019-11-01 02:16:18+00:00,2019-12-02 22:33:24+00:00,31.0,no,,2019-12-07,2020-12-07,1,18,1,19,7,0,7
84035,2019-09-20,Friday,2019,14198,C0093009,Fleet,cbt trucking,Rowland Heights,CA,"[""dryvan""]",17.0,yes,no,Other,2018-09-10 20:53:37+00:00,2019-06-05 17:46:33+00:00,267.0,no,,2018-08-31,2019-09-20,2,74,2,76,115,3,118
84036,2020-06-06,Saturday,2020,32527,C0097333,Fleet,OPT LOGISTICS INC,Compton,CA,"[""poweronly""]",7.0,yes,yes,Other,2020-01-14 19:49:32+00:00,2020-01-15 17:25:42+00:00,0.0,yes,,2020-02-13,2020-06-06,2,0,16,16,0,14,14
84037,2017-01-04,Wednesday,2017,927,U0090784,Owner Operator,Kcdttrucking,Hesperia,CA,"[""dryvan""]",1.0,not specified,no,Other,2016-05-20 01:55:25+00:00,2019-08-16 21:02:11+00:00,1183.0,no,,2016-11-08,2017-01-04,1,1,0,1,48,0,48
84038,2020-10-22,Thursday,2020,32162,U0119254,Owner Operator,Colombo truck lines llc,Compton,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-12-31 18:43:22+00:00,2020-02-05 23:47:14+00:00,36.0,yes,,2020-02-06,2020-10-22,5,0,580,580,0,16,16
84039,2019-11-06,Wednesday,2019,26222,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2019-08-16,2019-11-06,1,5,1,6,44,0,44
84040,2020-07-22,Wednesday,2020,34843,C0096762,Fleet,MONTES CORPORATION,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,yes,Other,2019-10-17 22:14:38+00:00,2019-10-17 22:16:16+00:00,0.0,no,,2020-06-04,2020-07-22,1,12,6,18,112,1,113
84041,2020-11-17,Tuesday,2020,36637,C0098403,Fleet,SDLM,Long Beach,CA,"[""poweronly""]",2.0,yes,yes,Other,2020-10-29 22:40:25+00:00,2020-10-29 22:40:57+00:00,0.0,yes,,2020-10-31,2020-11-17,3,0,331,331,0,12,12
84042,2020-12-17,Thursday,2020,18001,U0105718,Owner Operator,A-1 Transport Service LLC,Norwalk,CA,"[""dryvan""]",1.0,not specified,no,Other,2019-01-14 03:30:58+00:00,2019-07-01 18:00:26+00:00,168.0,no,,2019-07-03,2020-12-17,1,2,0,2,1,0,1
84043,2020-09-18,Friday,2020,26256,C0095142,Fleet,I CAN TRUCKING INC.,Ontario,CA,"[""poweronly"", ""dryvan""]",6.0,yes,no,Other,2019-04-30 22:28:02+00:00,2019-04-30 22:30:49+00:00,0.0,no,,2019-07-25,2020-09-18,1,8,4,12,70,60,130
84044,2021-01-08,Friday,2021,31271,C0097125,Fleet,LINPAT TRANSPORTATION LLC,Torrance,CA,"[""poweronly""]",1.0,yes,no,Other,2019-12-02 18:27:46+00:00,2019-12-02 18:30:32+00:00,0.0,no,,2019-12-01,2021-01-08,1,42,4,46,15,0,15
84045,2019-10-08,Tuesday,2019,29070,U0116621,Owner Operator,NEW BORN LOGISTICS INC.,Fishers,IN,"[""poweronly""]",1.0,not specified,no,Other,2019-10-04 21:02:03+00:00,2019-10-04 21:06:00+00:00,0.0,no,,2019-10-08,2019-10-08,1,0,0,0,1,0,1
84046,2020-07-02,Thursday,2020,34768,C0097765,Fleet,LOYALTY TRANSPORT CORP,Newark,NJ,"[""dryvan"", ""poweronly""]",5.0,yes,no,Other,2020-04-30 20:16:05+00:00,2020-04-30 20:16:12+00:00,0.0,no,,2020-05-24,2020-07-02,1,0,0,0,8,0,8
84047,2020-10-08,Thursday,2020,18146,U0105836,Owner Operator,Prime Transportation Services,Moreno Valley,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-01-16 20:36:50+00:00,2019-01-17 19:51:44+00:00,0.0,yes,,2019-01-19,2020-10-08,8,48,1289,1337,3,34,37
84048,2017-12-23,Saturday,2017,8536,U0097642,Owner Operator,Premier Global Logistics,Pleasanton,CA,"[""dryvan""]",1.0,not specified,no,Other,2017-11-08 00:08:32+00:00,,,no,,2017-10-01,2017-12-23,1,0,0,0,55,0,55
84049,2020-11-28,Saturday,2020,32212,C0095984,Fleet,WESTERN CONTAIN TRANSPORTATION LLC,Los Angeles,CA,"[""poweronly""]",4.0,yes,yes,Other,2019-07-24 23:12:10+00:00,2019-07-24 23:13:26+00:00,0.0,yes,,2020-05-29,2020-11-28,3,0,140,140,0,6,6
84050,2020-05-19,Tuesday,2020,32162,U0119254,Owner Operator,Colombo truck lines llc,Compton,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-12-31 18:43:22+00:00,2020-02-05 23:47:14+00:00,36.0,yes,,2020-02-06,2020-05-19,3,0,580,580,0,16,16
84051,2018-11-06,Tuesday,2018,5067,U0094585,Owner Operator,Guerrero trucking,Los Angeles,CA,"[""dryvan""]",1.0,yes,no,Other,2017-02-04 05:27:24+00:00,2018-11-29 00:21:12+00:00,662.0,no,,2017-06-07,2018-11-06,1,53,0,53,112,0,112
84052,2020-09-03,Thursday,2020,16264,C0093594,Fleet,Fcs Transport inc.,Anaheim,CA,"[""poweronly""]",3.0,yes,yes,Other,2018-11-16 23:17:21+00:00,2018-11-16 23:23:55+00:00,0.0,no,,2018-11-11,2020-09-03,1,21,34,55,2,35,37
84053,2020-11-18,Wednesday,2020,36541,C0098368,Fleet,TATANKA TRUCKLINE,San Diego,CA,"[""dryvan""]",1.0,yes,no,Other,2020-10-21 16:26:50+00:00,2020-10-21 16:32:58+00:00,0.0,no,,2020-10-21,2020-11-18,5,0,0,0,198,0,198
84054,2017-10-26,Thursday,2017,8330,C0090999,Fleet,pointdirect,Rancho Cucamonga,CA,"[""dryvan""]",5.0,yes,no,Other,2017-10-13 22:09:51+00:00,2019-03-19 15:37:55+00:00,521.0,no,,2017-10-26,2017-10-26,1,3,0,3,0,0,0
84055,2019-09-09,Monday,2019,10595,C0091709,Fleet,AL JR TRUCKING,San Bernardino,CA,"[""dryvan""]",13.0,not specified,no,Other,2018-03-06 19:11:44+00:00,2019-05-08 21:36:05+00:00,428.0,no,,2018-04-05,2019-09-09,1,44,0,44,9,0,9
84056,2020-12-17,Thursday,2020,34503,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-14,2020-12-17,1,0,0,0,0,0,0
84057,2019-11-13,Wednesday,2019,30678,C0096762,Fleet,MONTES CORPORATION,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,yes,Other,2019-10-17 22:14:38+00:00,2019-10-17 22:16:16+00:00,0.0,no,,2019-11-13,2019-11-13,1,2,0,2,4,0,4
84058,2017-08-28,Monday,2017,7700,C0090834,Fleet,nunez transportation,Downey,CA,"[""dryvan""]",6.0,yes,no,Other,2017-08-19 01:31:14+00:00,,,no,,2017-08-26,2017-08-28,7,0,0,0,90,0,90
84059,2017-05-12,Friday,2017,1404,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-08-22,2017-05-12,1,0,0,0,45,0,45
84060,2017-09-25,Monday,2017,7565,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2017-08-21,2017-09-25,1,0,0,0,15,0,15
84061,2016-05-05,Thursday,2016,853,C0090124,Fleet,ITrucking Inc,Los Angeles County,CA,"[""dryvan""]",7.0,not specified,no,Other,2016-04-04 23:02:16+00:00,,,no,,2016-05-05,2016-05-05,1,0,0,0,7,0,7
84062,2018-05-07,Monday,2018,9615,C0091446,Fleet,LOGIS9 INC,Cerritos,CA,"[""dryvan""]",3.0,yes,no,Other,2018-01-25 20:56:46+00:00,,,no,,2018-02-02,2018-05-07,1,3,0,3,62,0,62
84063,2018-07-02,Monday,2018,12451,C0092296,Fleet,LEGACY PORT TRANSPORT INC,Hesperia,CA,"[""dryvan""]",5.0,not specified,no,Other,2018-06-01 14:47:14+00:00,2019-07-11 17:04:28+00:00,405.0,no,,2018-07-02,2018-07-02,1,2,0,2,0,0,0
84064,2020-11-30,Monday,2020,36407,U0122754,Owner Operator,XU TRUCKING INC,Eastvale,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-10-10 20:11:56+00:00,2020-10-10 20:16:25+00:00,0.0,yes,,2020-10-13,2020-11-30,5,0,1,1,0,238,238
84065,2020-09-30,Wednesday,2020,15666,U0103746,Owner Operator,iraheta logistics,Moreno Valley,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-10-29 23:21:11+00:00,2019-05-28 17:03:27+00:00,210.0,yes,,2019-11-29,2020-09-30,4,14,691,705,0,52,52
84066,2016-04-26,Tuesday,2016,586,C0090073,Fleet,Done Deal Trucking Inc,fontana,CA,"[""dryvan"", ""reefer""]",7.0,not specified,no,Other,2016-03-02 15:16:00+00:00,,,no,,2016-03-15,2016-04-26,1,0,0,0,12,0,12
84067,2017-11-25,Saturday,2017,7884,C0090915,Fleet,Platinum Cargo Logistics Inc,Los Angeles,CA,"[""dryvan""]",6.0,not specified,no,Other,2017-09-12 21:21:08+00:00,,,no,,2017-08-31,2017-11-25,1,7,0,7,543,0,543
84068,2019-01-17,Thursday,2019,16075,C0093546,Fleet,SARINANA TRUCKING,Santa Ana,CA,"[""poweronly""]",1.0,not specified,no,Other,2018-11-12 19:05:29+00:00,2019-05-20 16:57:27+00:00,188.0,no,,2018-11-15,2019-01-17,1,0,0,0,669,0,669
84069,2019-11-05,Tuesday,2019,29926,C0093091,Fleet,marcos s duartes bariallas,Los Angeles,CA,"[""dryvan"", ""poweronly""]",10.0,not specified,no,Other,2018-09-21 17:33:59+00:00,2018-11-29 23:39:01+00:00,69.0,no,,2019-10-25,2019-11-05,1,16,0,16,2,0,2
84070,2018-09-24,Monday,2018,14524,C0091212,Fleet,American Better Choice Corporation,Diamond Bar,CA,"[""dryvan"", ""poweronly""]",29.0,yes,no,Other,2017-12-05 21:03:35+00:00,2018-12-17 19:51:32+00:00,376.0,no,,2018-09-22,2018-09-24,1,0,0,0,59,0,59
84071,2021-02-08,Monday,2021,22620,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2019-05-09,2021-02-08,1,4,0,4,20,0,20
84072,2021-02-04,Thursday,2021,35399,U0121909,Owner Operator,Triple Arrow Trucking LLC,Victorville,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-07-23 15:48:02+00:00,2021-01-29 18:43:51+00:00,190.0,yes,,2021-02-02,2021-02-04,5,0,36,36,0,0,0
84073,2019-12-11,Wednesday,2019,29119,C0096563,Fleet,Navarro Trucking Group,Los Angeles,CA,"[""poweronly""]",13.0,yes,yes,Other,2019-09-30 17:35:56+00:00,2019-09-30 17:36:15+00:00,0.0,yes,,2019-10-08,2019-12-11,1,24,70,94,10,11,21
84074,2019-02-26,Tuesday,2019,7879,C0090913,Fleet,the custom companies inc,Northlake,IL,"[""dryvan""]",2.0,yes,no,Other,2017-09-12 16:46:55+00:00,,,no,,2016-06-02,2019-02-26,1,0,0,0,346,0,346
84075,2020-10-01,Thursday,2020,33517,C0097561,Fleet,ADC TRANSPORT INC,Paramount,CA,"[""poweronly""]",9.0,yes,yes,Other,2020-02-27 00:41:40+00:00,2020-02-28 22:31:09+00:00,1.0,yes,,2020-03-03,2020-10-01,2,36,402,438,0,112,112
84076,2016-11-09,Wednesday,2016,1286,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-08-04,2016-11-09,1,0,0,0,35,0,35
84077,2017-08-31,Thursday,2017,4539,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2017-01-15,2017-08-31,1,102,0,102,405,0,405
84078,2019-08-23,Friday,2019,23280,C0095383,Fleet,H&P TRUCKING,Bellflower,CA,"[""dryvan"", ""poweronly""]",8.0,not specified,no,Other,2019-05-17 22:51:50+00:00,2019-05-17 22:51:58+00:00,0.0,no,,2019-05-20,2019-08-23,1,42,6,48,1,0,1
84079,2019-09-11,Wednesday,2019,14574,U0102800,Owner Operator,Protek Transportation ,Redlands,CA,"[""poweronly""]",1.0,not specified,no,Other,2018-09-22 20:41:30+00:00,2019-08-06 21:27:41+00:00,318.0,no,,2018-11-14,2019-09-11,1,21,0,21,54,0,54
84080,2019-10-07,Monday,2019,29054,C0092446,Fleet,Machuca Transportation,Bakersfield,CA,"[""dryvan""]",7.0,yes,no,Other,2018-06-21 16:49:55+00:00,2019-01-24 16:20:05+00:00,216.0,no,,2019-10-07,2019-10-07,1,2,0,2,1,0,1
84081,2019-10-10,Thursday,2019,23840,C0095508,Fleet,BIG TIME TRUCKING,Colton,CA,"[""dryvan""]",2.0,not specified,no,Other,2019-05-30 19:40:11+00:00,2019-05-30 19:40:42+00:00,0.0,no,,2019-06-05,2019-10-10,1,174,0,174,24,0,24
84082,2017-09-14,Thursday,2017,33,U0000048,Owner Operator,iDC Logistics,Sierra Madre,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-10-20 12:37:11+00:00,,,no,,2015-10-14,2017-09-14,1,0,0,0,669,0,669
84083,2020-05-11,Monday,2020,17255,C0093728,Fleet,The Ying Group Inc,Temple City,CA,"[""dryvan""]",6.0,not specified,no,Other,2018-12-05 16:53:21+00:00,2018-12-07 16:54:37+00:00,2.0,no,,2019-02-19,2020-05-11,1,14,0,14,1,0,1
84084,2017-03-27,Monday,2017,4722,C0090392,Fleet,Roadrunner Transportation,Los Angeles,CA,"[""dryvan""]",88.0,not specified,no,Other,2017-01-10 17:01:27+00:00,,,no,,2017-02-01,2017-03-27,1,0,0,0,10,0,10
84085,2020-08-10,Monday,2020,26609,C0095984,Fleet,WESTERN CONTAIN TRANSPORTATION LLC,Los Angeles,CA,"[""poweronly""]",4.0,yes,yes,Other,2019-07-24 23:12:10+00:00,2019-07-24 23:13:26+00:00,0.0,yes,,2019-08-03,2020-08-10,1,2,895,897,0,93,93
84086,2020-05-23,Saturday,2020,33921,C0096762,Fleet,MONTES CORPORATION,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,yes,Other,2019-10-17 22:14:38+00:00,2019-10-17 22:16:16+00:00,0.0,no,,2020-03-31,2020-05-23,1,14,0,14,0,0,0
84087,2020-10-05,Monday,2020,35589,C0097078,Fleet,"PNA Trucking inc,",Los Angeles,CA,"[""dryvan""]",8.0,not specified,no,Other,2019-11-22 00:19:06+00:00,2019-11-22 00:19:28+00:00,0.0,no,,2020-08-11,2020-10-05,1,4,0,4,6,0,6
84088,2017-11-04,Saturday,2017,7564,C0090822,Fleet,V&E Trucking inc,Los Angeles,CA,"[""dryvan""]",6.0,not specified,no,Other,2017-08-16 22:03:04+00:00,2020-07-06 22:16:39+00:00,1055.0,no,,2017-08-17,2017-11-04,1,12,0,12,55,0,55
84089,2018-11-29,Thursday,2018,12444,U0100923,Owner Operator,INNOVATIVE TRANSPORTATION INC,Fontana,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-06-26 03:42:56+00:00,2019-03-21 16:33:00+00:00,268.0,no,,2018-08-29,2018-11-29,1,11,0,11,1,0,1
84090,2017-11-13,Monday,2017,7458,C0090796,Fleet,JC Transport,Compton,CA,"[""dryvan""]",15.0,yes,no,Other,2017-08-10 19:55:27+00:00,,,no,,2017-08-10,2017-11-13,2,0,0,0,131,0,131
84091,2018-02-22,Thursday,2018,7339,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2017-08-03,2018-02-22,1,0,0,0,22,0,22
84092,2020-05-21,Thursday,2020,26536,U0114020,Owner Operator,Clovis express inc,Fontana,CA,"[""dryvan""]",1.0,yes,yes,Mobile,2019-08-01 16:02:22+00:00,2019-08-01 18:41:42+00:00,0.0,yes,,2019-08-16,2020-05-21,4,3,940,943,0,16,16
84093,2018-06-05,Tuesday,2018,7677,C0090858,Fleet,one USA group,Pembroke Pines,FL,"[""dryvan""]",12.0,not specified,no,Other,2017-08-24 23:00:21+00:00,2019-09-13 18:31:59+00:00,749.0,no,,2017-09-05,2018-06-05,1,7,0,7,38,0,38
84094,2018-02-07,Wednesday,2018,9786,C0091328,Fleet,JCH Trucking,Victorville,CA,"[""dryvan""]",3.0,not specified,no,Other,2018-01-09 21:45:29+00:00,,,no,,2018-02-07,2018-02-07,1,4,0,4,0,0,0
84095,2017-01-12,Thursday,2017,1162,C0090157,Fleet,Lipstick Transportation,Santa Fe Springs,CA,"[""dryvan""]",6.0,not specified,no,Other,2016-04-30 00:29:58+00:00,2019-06-17 21:58:51+00:00,1143.0,no,,2016-06-28,2017-01-12,1,0,0,0,138,0,138
84096,2018-02-23,Friday,2018,9668,C0090858,Fleet,one USA group,Pembroke Pines,FL,"[""dryvan""]",12.0,not specified,no,Other,2017-08-24 23:00:21+00:00,2019-09-13 18:31:59+00:00,749.0,no,,2018-01-31,2018-02-23,1,5,0,5,3,0,3
84097,2020-09-01,Tuesday,2020,28401,U0115991,Owner Operator,Rmx Logistics ,San Diego,CA,"[""dryvan""]",1.0,not specified,no,Mobile,2019-09-17 13:53:54+00:00,2019-09-17 17:04:54+00:00,0.0,no,,2019-10-30,2020-09-01,1,27,0,27,1,0,1
84098,2018-03-09,Friday,2018,10359,C0091725,Fleet,S&B Hauling Inc.,Elk Grove,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-03-07 17:39:38+00:00,2019-10-28 18:14:57+00:00,600.0,no,,2018-03-09,2018-03-09,1,1,0,1,0,0,0
84099,2021-02-16,Tuesday,2021,23155,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,no,,2019-06-19,2021-02-16,3,3,0,3,11,0,11
84100,2017-10-25,Wednesday,2017,8013,C0090947,Fleet,Blue Horizon,Los Angeles,CA,"[""dryvan""]",12.0,yes,no,Other,2017-09-25 19:07:25+00:00,2018-12-20 01:05:02+00:00,450.0,no,,2017-09-29,2017-10-25,1,11,0,11,8,0,8
84101,2017-11-10,Friday,2017,6877,C0090616,Fleet,"Worldwide Express Operations, LLC",Los Angeles,CA,"[""dryvan""]",2.0,yes,no,Other,2017-06-26 19:30:05+00:00,2019-05-23 17:47:24+00:00,695.0,no,,2017-07-05,2017-11-10,1,0,0,0,257,0,257
84102,2019-05-03,Friday,2019,41,U0000058,Owner Operator,SHALISA & VP TRUCKING LLC,Hawthorne,CA,"[""poweronly""]",1.0,not specified,no,Other,2015-10-22 19:30:54+00:00,2018-12-06 23:37:01+00:00,1141.0,no,,2015-10-21,2019-05-03,2,46,6,52,425,0,425
84103,2016-06-06,Monday,2016,872,C0090147,Fleet,Freightology Inc,Rancho Cucamonga,CA,"[""dryvan""]",5.0,not specified,no,Other,2016-04-25 20:34:18+00:00,,,no,,2016-05-17,2016-06-06,1,0,0,0,10,0,10
84104,2017-02-28,Tuesday,2017,4850,C0090392,Fleet,Roadrunner Transportation,Los Angeles,CA,"[""dryvan""]",88.0,not specified,no,Other,2017-01-10 17:01:27+00:00,,,no,,2017-01-31,2017-02-28,2,0,0,0,61,0,61
84105,2020-11-17,Tuesday,2020,21995,U0109656,Owner Operator,Against The Grain,Los Angeles,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-04-24 23:46:28+00:00,2020-05-27 20:54:02+00:00,398.0,no,,2020-06-03,2020-11-17,1,97,0,97,2,0,2
84106,2020-12-13,Sunday,2020,15657,U0103739,Owner Operator,apple tree transportation inc,Monterey Park,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-10-29 21:38:53+00:00,2020-02-20 01:37:09+00:00,478.0,yes,,2020-03-25,2020-12-13,9,1,525,526,0,183,183
84107,2019-03-13,Wednesday,2019,4739,U0094383,Owner Operator,ayon trucking,Lynwood,CA,"[""poweronly""]",1.0,yes,no,Other,2017-01-17 18:31:10+00:00,2018-12-07 20:15:00+00:00,689.0,no,,2018-12-10,2019-03-13,2,0,1,1,293,0,293
84108,2018-11-27,Tuesday,2018,14694,U0102902,Owner Operator,JA SY Trucking,Compton,CA,"[""poweronly""]",1.0,not specified,no,Other,2018-09-26 17:47:28+00:00,2019-08-23 01:42:37+00:00,330.0,no,,2018-11-07,2018-11-27,1,164,88,252,126,3,129
84109,2019-12-21,Saturday,2019,21136,U0108806,Owner Operator,GTZ TRANSPORT INC,Calexico,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-04-02 18:38:43+00:00,2019-04-02 18:44:21+00:00,0.0,no,,2019-04-05,2019-12-21,1,68,0,68,41,0,41
84110,2019-11-25,Monday,2019,29660,C0093091,Fleet,marcos s duartes bariallas,Los Angeles,CA,"[""dryvan"", ""poweronly""]",10.0,not specified,no,Other,2018-09-21 17:33:59+00:00,2018-11-29 23:39:01+00:00,69.0,no,,2019-10-18,2019-11-25,1,24,0,24,7,0,7
84111,2017-08-28,Monday,2017,405,C0090004,Fleet,IDC OTR,City of industry,CA,"[""dryvan"", ""reefer""]",17.0,not specified,no,Other,2016-01-07 18:49:14+00:00,,,no,,2016-02-02,2017-08-28,4,0,0,0,648,0,648
84112,2019-09-19,Thursday,2019,18868,U0106558,Owner Operator,EBF trucking inc,Carson,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-01-29 19:56:42+00:00,2019-01-29 23:00:32+00:00,0.0,no,,2019-02-08,2019-09-19,1,476,0,476,33,0,33
84113,2020-08-14,Friday,2020,24771,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,no,,2019-06-24,2020-08-14,1,0,0,0,3,0,3
84114,2018-12-04,Tuesday,2018,15697,C0092928,Fleet,Great Qin Transportation LLC,San Gabriel,CA,"[""dryvan""]",13.0,yes,no,Other,2018-08-31 23:53:02+00:00,2019-03-07 00:12:09+00:00,187.0,no,,2018-11-05,2018-12-04,1,5,0,5,0,0,0
84115,2016-07-30,Saturday,2016,1060,C0090199,Fleet,One Team Logistics Inc.,Walnut,CA,"[""dryvan""]",3.0,not specified,no,Other,2016-06-14 23:14:35+00:00,,,no,,2016-06-10,2016-07-30,1,0,0,0,30,0,30
84116,2019-08-25,Sunday,2019,25507,C0095171,Fleet,FTS EXPRESS INC,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,no,Other,2019-05-02 22:28:07+00:00,2019-05-02 22:32:22+00:00,0.0,no,,2019-07-14,2019-08-25,1,0,0,0,26,0,26
84117,2018-10-18,Thursday,2018,4516,C0090399,Fleet,ABF FREIGHT,Fort Smith,AR,"[""dryvan""]",2.0,not specified,no,Other,2017-01-10 17:54:42+00:00,,,no,,2018-07-31,2018-10-18,1,0,0,0,1255,0,1255
84118,2018-11-18,Sunday,2018,11056,C0091212,Fleet,American Better Choice Corporation,Diamond Bar,CA,"[""dryvan"", ""poweronly""]",29.0,yes,no,Other,2017-12-05 21:03:35+00:00,2018-12-17 19:51:32+00:00,376.0,no,,2018-06-19,2018-11-18,2,1,0,1,74,0,74
84119,2019-07-03,Wednesday,2019,22261,C0095142,Fleet,I CAN TRUCKING INC.,Ontario,CA,"[""poweronly"", ""dryvan""]",6.0,yes,no,Other,2019-04-30 22:28:02+00:00,2019-04-30 22:30:49+00:00,0.0,no,,2019-05-05,2019-07-03,1,9,16,25,141,93,234
84120,2017-12-22,Friday,2017,8155,C0090202,Fleet,YESING INTERNATIONAL INC,Chino,CA,"[""dryvan""]",5.0,not specified,no,Other,2016-06-17 16:07:34+00:00,2020-07-24 18:06:21+00:00,1498.0,no,,2017-10-17,2017-12-22,1,5,0,5,34,0,34
84121,2016-03-04,Friday,2016,313,C0090027,Fleet,caa transport,Palmdale,CA,"[""dryvan""]",9.0,not specified,no,Other,2016-01-26 01:00:55+00:00,,,no,,2016-02-22,2016-03-04,1,0,0,0,19,0,19
84122,2019-02-09,Saturday,2019,18206,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2019-01-25,2019-02-09,1,10,0,10,16,0,16
84123,2020-10-17,Saturday,2020,28274,U0115859,Owner Operator,SDLM,Long Beach,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-09-13 19:25:10+00:00,2020-02-14 22:35:27+00:00,154.0,yes,,2020-06-30,2020-10-17,6,0,87,87,0,0,0
84124,2020-01-28,Tuesday,2020,398,C0090043,Fleet,Tex-Mex Trucking,wilmington,CA,"[""dryvan""]",5.0,not specified,no,Other,2016-02-05 22:53:12+00:00,2019-10-22 17:47:46+00:00,1354.0,no,California (Southern)->Idaho|California (Southern)->Montana|California (Southern)->California (Central)|California (Southern)->California (Southern)|California (Southern)->Oregon (East)|California (Southern)->Oregon (West)|California (Southern)->Washington|California (Southern)->Utah,2016-02-21,2020-01-28,1,56,0,56,16,0,16
84125,2021-01-19,Tuesday,2021,34416,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-08,2021-01-19,1,0,0,0,0,0,0
84126,2021-01-16,Saturday,2021,26536,U0114020,Owner Operator,Clovis express inc,Fontana,CA,"[""dryvan""]",1.0,yes,yes,Mobile,2019-08-01 16:02:22+00:00,2019-08-01 18:41:42+00:00,0.0,yes,,2019-08-16,2021-01-16,7,3,940,943,0,16,16
84127,2016-12-15,Thursday,2016,1162,C0090157,Fleet,Lipstick Transportation,Santa Fe Springs,CA,"[""dryvan""]",6.0,not specified,no,Other,2016-04-30 00:29:58+00:00,2019-06-17 21:58:51+00:00,1143.0,no,,2016-06-28,2016-12-15,1,0,0,0,138,0,138
84128,2018-05-11,Friday,2018,10644,C0091802,Fleet,Jaguar Transport Inc.,Los Angeles,CA,"[""dryvan"", ""poweronly""]",7.0,yes,no,Other,2018-03-20 22:12:27+00:00,2019-02-08 20:37:16+00:00,324.0,no,,2018-03-27,2018-05-11,1,8,0,8,0,0,0
